TLD,Alexa #,Domain #,Start Date,Zone,Whois Server,Registry
com,261079,153260052,1985-01-01,com,whois.verisign-grs.com,"<a class=""jqgrid-link"" href=""http://www.verisigninc.com"" target=""_blank"">http://www.verisigninc.com</a>"
ru,27980,0,1994-04-07,ru,whois.tcinet.ru,"<a class=""jqgrid-link"" href=""http://www.cctld.ru/en"" target=""_blank"">http://www.cctld.ru/en</a>"
ir,19858,0,1994-04-06,ir,whois.nic.ir,"<a class=""jqgrid-link"" href=""http://www.nic.ir"" target=""_blank"">http://www.nic.ir</a>"
net,19480,13282076,1985-01-01,net,whois.verisign-grs.com,"<a class=""jqgrid-link"" href=""http://www.verisigninc.com"" target=""_blank"">http://www.verisigninc.com</a>"
org,17243,10388953,1985-01-01,org,whois.pir.org,"<a class=""jqgrid-link"" href=""http://www.pir.org"" target=""_blank"">http://www.pir.org</a>"
in,8330,0,1989-05-08,in,whois.registry.in,"<a class=""jqgrid-link"" href=""http://www.registry.in"" target=""_blank"">http://www.registry.in</a>"
ua,6069,0,1992-12-01,ua,whois.ua,"<a class=""jqgrid-link"" href=""http://hostmaster.ua/"" target=""_blank"">http://hostmaster.ua/</a>"
tr,5385,0,1990-09-17,tr,whois.nic.tr,"<a class=""jqgrid-link"" href=""http://www.nic.tr"" target=""_blank"">http://www.nic.tr</a>"
io,5338,0,1997-09-16,io,whois.nic.io,"<a class=""jqgrid-link"" href=""http://www.nic.io/"" target=""_blank"">http://www.nic.io/</a>"
au,4949,0,1986-03-05,au,whois.auda.org.au,"<a class=""jqgrid-link"" href=""https://www.auda.org.au/domains/au-domains/"" target=""_blank"">https://www.auda.org.au/domains/au-domains/</a>"
co,4779,0,1991-12-24,co,whois.nic.co,"<a class=""jqgrid-link"" href=""http://www.cointernet.com.co"" target=""_blank"">http://www.cointernet.com.co</a>"
gr,4353,0,1989-02-19,gr,"","<a class=""jqgrid-link"" href=""http://www.gr"" target=""_blank"">http://www.gr</a>"
vn,4211,0,1994-04-14,vn,"","<a class=""jqgrid-link"" href=""http://www.vnnic.net.vn"" target=""_blank"">http://www.vnnic.net.vn</a>"
uk,3856,0,1985-07-24,uk,whois.nic.uk,"<a class=""jqgrid-link"" href=""http://www.nic.uk/"" target=""_blank"">http://www.nic.uk/</a>"
ca,3451,0,1987-05-14,ca,whois.cira.ca,"<a class=""jqgrid-link"" href=""http://www.cira.ca/"" target=""_blank"">http://www.cira.ca/</a>"
id,3248,0,1993-02-27,id,whois.id,"<a class=""jqgrid-link"" href=""https://pandi.id"" target=""_blank"">https://pandi.id</a>"
info,3198,3939430,2001-06-26,info,whois.afilias.net,"<a class=""jqgrid-link"" href=""http://www.nic.info"" target=""_blank"">http://www.nic.info</a>"
jp,2551,0,1986-08-05,jp,whois.jprs.jp,"<a class=""jqgrid-link"" href=""https://jprs.jp/"" target=""_blank"">https://jprs.jp/</a>"
de,2358,0,1986-11-05,de,whois.denic.de,"<a class=""jqgrid-link"" href=""http://www.denic.de/"" target=""_blank"">http://www.denic.de/</a>"
il,2323,0,1985-10-24,il,whois.isoc.org.il,"<a class=""jqgrid-link"" href=""http://www.isoc.org.il/domains"" target=""_blank"">http://www.isoc.org.il/domains</a>"
xyz,2276,3025704,2014-02-06,xyz,whois.nic.xyz,"<a class=""jqgrid-link"" href=""https://nic.xyz"" target=""_blank"">https://nic.xyz</a>"
me,2096,0,2007-09-24,me,whois.nic.me,"<a class=""jqgrid-link"" href=""http://www.domain.me"" target=""_blank"">http://www.domain.me</a>"
fr,1984,0,1986-09-02,fr,whois.nic.fr,"<a class=""jqgrid-link"" href=""http://www.nic.fr/"" target=""_blank"">http://www.nic.fr/</a>"
tv,1624,0,1996-03-18,tv,tvwhois.verisign-grs.com,"<a class=""jqgrid-link"" href=""http://www.tv"" target=""_blank"">http://www.tv</a>"
by,1539,0,1994-05-10,by,whois.cctld.by,"<a class=""jqgrid-link"" href=""https://cctld.by"" target=""_blank"">https://cctld.by</a>"
tw,1539,0,1989-07-31,tw,whois.twnic.net.tw,"<a class=""jqgrid-link"" href=""http://rs.twnic.net.tw"" target=""_blank"">http://rs.twnic.net.tw</a>"
online,1511,1787268,2015-03-06,online,whois.nic.online,"<a class=""jqgrid-link"" href=""http://www.radixregistry.com"" target=""_blank"">http://www.radixregistry.com</a>"
edu,1374,0,1985-01-01,edu,whois.educause.edu,"<a class=""jqgrid-link"" href=""http://www.educause.edu/edudomain"" target=""_blank"">http://www.educause.edu/edudomain</a>"
pk,1248,0,1992-06-03,pk,"","<a class=""jqgrid-link"" href=""http://www.pknic.net.pk/"" target=""_blank"">http://www.pknic.net.pk/</a>"
cn,1193,0,1990-11-28,cn,whois.cnnic.cn,"<a class=""jqgrid-link"" href=""http://www.cnnic.cn/"" target=""_blank"">http://www.cnnic.cn/</a>"
app,1131,713900,2015-06-25,app,whois.nic.google,"<a class=""jqgrid-link"" href=""https://www.registry.google"" target=""_blank"">https://www.registry.google</a>"
eu,1126,0,2005-04-28,eu,whois.eu,"<a class=""jqgrid-link"" href=""http://www.eurid.eu"" target=""_blank"">http://www.eurid.eu</a>"
ae,1041,0,1992-12-01,ae,whois.aeda.net.ae,"<a class=""jqgrid-link"" href=""http://aeda.ae/"" target=""_blank"">http://aeda.ae/</a>"
biz,1025,1377529,2001-06-26,biz,whois.nic.biz,"<a class=""jqgrid-link"" href=""http://www.nic.biz"" target=""_blank"">http://www.nic.biz</a>"
pro,1022,268283,2002-05-08,pro,whois.afilias.net,"<a class=""jqgrid-link"" href=""http://www.registry.pro/"" target=""_blank"">http://www.registry.pro/</a>"
us,1006,0,1985-02-15,us,whois.nic.us,"<a class=""jqgrid-link"" href=""http://www.nic.us"" target=""_blank"">http://www.nic.us</a>"
club,1002,1046714,2014-01-09,club,whois.nic.club,"<a class=""jqgrid-link"" href=""http://dotclub.com"" target=""_blank"">http://dotclub.com</a>"
ma,991,0,1993-11-26,ma,whois.registre.ma,"<a class=""jqgrid-link"" href=""http://www.registre.ma"" target=""_blank"">http://www.registre.ma</a>"
es,990,0,1988-04-14,es,whois.nic.es,"<a class=""jqgrid-link"" href=""http://www.nic.es/"" target=""_blank"">http://www.nic.es/</a>"
site,974,1067958,2015-03-06,site,whois.nic.site,"<a class=""jqgrid-link"" href=""http://www.radixregistry.com"" target=""_blank"">http://www.radixregistry.com</a>"
mx,961,0,1989-02-01,mx,whois.mx,"<a class=""jqgrid-link"" href=""http://www.registry.mx/"" target=""_blank"">http://www.registry.mx/</a>"
рф,950,0,2010-05-12,xn--p1ai,whois.tcinet.ru,"<a class=""jqgrid-link"" href=""http://cctld.ru/en"" target=""_blank"">http://cctld.ru/en</a>"
br,946,0,1989-04-18,br,whois.registro.br,"<a class=""jqgrid-link"" href=""http://registro.br/"" target=""_blank"">http://registro.br/</a>"
my,945,0,1987-06-08,my,whois.mynic.my,"<a class=""jqgrid-link"" href=""http://www.mynic.my"" target=""_blank"">http://www.mynic.my</a>"
it,939,0,1987-12-23,it,whois.nic.it,"<a class=""jqgrid-link"" href=""http://www.nic.it/"" target=""_blank"">http://www.nic.it/</a>"
th,914,0,1988-09-07,th,whois.thnic.co.th,"<a class=""jqgrid-link"" href=""http://www.thnic.co.th"" target=""_blank"">http://www.thnic.co.th</a>"
pl,873,0,1990-07-30,pl,whois.dns.pl,"<a class=""jqgrid-link"" href=""http://www.dns.pl/english/"" target=""_blank"">http://www.dns.pl/english/</a>"
ch,855,0,1987-05-20,ch,whois.nic.ch,"<a class=""jqgrid-link"" href=""https://www.nic.ch/"" target=""_blank"">https://www.nic.ch/</a>"
cc,841,0,1997-10-13,cc,ccwhois.verisign-grs.com,"<a class=""jqgrid-link"" href=""http://www.nic.cc/"" target=""_blank"">http://www.nic.cc/</a>"
za,834,0,1990-11-07,za,whois.nic.za,"<a class=""jqgrid-link"" href=""http://www.zadna.org.za/"" target=""_blank"">http://www.zadna.org.za/</a>"
ar,831,0,1987-09-23,ar,whois.nic.ar,"<a class=""jqgrid-link"" href=""https://nic.ar"" target=""_blank"">https://nic.ar</a>"
kz,811,0,1994-09-19,kz,whois.nic.kz,"<a class=""jqgrid-link"" href=""http://www.nic.kz"" target=""_blank"">http://www.nic.kz</a>"
np,808,0,1995-01-25,np,"","<a class=""jqgrid-link"" href=""http://www.mos.com.np"" target=""_blank"">http://www.mos.com.np</a>"
sa,772,0,1994-05-17,sa,whois.nic.net.sa,"<a class=""jqgrid-link"" href=""http://www.nic.net.sa/"" target=""_blank"">http://www.nic.net.sa/</a>"
nz,759,0,1987-01-19,nz,whois.srs.net.nz,"<a class=""jqgrid-link"" href=""http://www.dnc.org.nz/"" target=""_blank"">http://www.dnc.org.nz/</a>"
bd,754,0,1999-05-20,bd,"","<a class=""jqgrid-link"" href=""http://domainreg.btcl.com.bd/"" target=""_blank"">http://domainreg.btcl.com.bd/</a>"
kr,744,0,1986-09-29,kr,whois.kr,"<a class=""jqgrid-link"" href=""http://www.nic.or.kr/"" target=""_blank"">http://www.nic.or.kr/</a>"
live,733,443275,2015-06-25,live,whois.nic.live,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
su,709,0,1990-09-19,su,whois.tcinet.ru,undefined
sg,692,0,1988-10-19,sg,whois.sgnic.sg,"<a class=""jqgrid-link"" href=""http://www.sgnic.sg"" target=""_blank"">http://www.sgnic.sg</a>"
nl,675,0,1986-04-25,nl,whois.domain-registry.nl,"<a class=""jqgrid-link"" href=""https://www.sidn.nl/"" target=""_blank"">https://www.sidn.nl/</a>"
cl,636,0,1995-01-27,cl,whois.nic.cl,"<a class=""jqgrid-link"" href=""http://www.nic.cl/"" target=""_blank"">http://www.nic.cl/</a>"
rs,618,0,2007-09-24,rs,whois.rnids.rs,"<a class=""jqgrid-link"" href=""http://www.rnids.rs"" target=""_blank"">http://www.rnids.rs</a>"
top,531,1093205,2014-07-24,top,whois.nic.top,"<a class=""jqgrid-link"" href=""http://www.nic.top"" target=""_blank"">http://www.nic.top</a>"
lk,514,0,1990-06-15,lk,whois.nic.lk,"<a class=""jqgrid-link"" href=""http://www.nic.lk/"" target=""_blank"">http://www.nic.lk/</a>"
ng,491,0,1995-03-15,ng,whois.nic.net.ng,"<a class=""jqgrid-link"" href=""http://www.nira.org.ng/"" target=""_blank"">http://www.nira.org.ng/</a>"
gov,468,0,1985-01-01,gov,whois.dotgov.gov,"<a class=""jqgrid-link"" href=""http://www.dotgov.gov"" target=""_blank"">http://www.dotgov.gov</a>"
pe,460,0,1991-11-25,pe,kero.yachay.pe,"<a class=""jqgrid-link"" href=""http://www.nic.pe"" target=""_blank"">http://www.nic.pe</a>"
shop,453,801328,2016-05-05,shop,whois.nic.shop,"<a class=""jqgrid-link"" href=""http://www.gmoregistry.com/en/"" target=""_blank"">http://www.gmoregistry.com/en/</a>"
ph,452,0,1990-09-14,ph,"","<a class=""jqgrid-link"" href=""http://dot.ph"" target=""_blank"">http://dot.ph</a>"
ai,439,0,1995-02-16,ai,whois.nic.ai,"<a class=""jqgrid-link"" href=""http://whois.ai"" target=""_blank"">http://whois.ai</a>"
cz,431,0,1993-01-13,cz,whois.nic.cz,"<a class=""jqgrid-link"" href=""http://www.nic.cz/"" target=""_blank"">http://www.nic.cz/</a>"
se,422,0,1986-09-04,se,whois.iis.se,"<a class=""jqgrid-link"" href=""https://www.internetstiftelsen.se"" target=""_blank"">https://www.internetstiftelsen.se</a>"
hk,421,0,1990-01-03,hk,whois.hkirc.hk,"<a class=""jqgrid-link"" href=""http://www.hkirc.hk"" target=""_blank"">http://www.hkirc.hk</a>"
ro,397,0,1993-02-26,ro,whois.rotld.ro,"<a class=""jqgrid-link"" href=""http://www.rotld.ro/"" target=""_blank"">http://www.rotld.ro/</a>"
store,381,537388,2016-02-11,store,whois.nic.store,"<a class=""jqgrid-link"" href=""http://radix.website/"" target=""_blank"">http://radix.website/</a>"
news,378,71334,2015-03-12,news,whois.nic.news,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
az,375,0,1993-08-25,az,"","<a class=""jqgrid-link"" href=""http://www.whois.az/"" target=""_blank"">http://www.whois.az/</a>"
tn,358,0,1991-05-17,tn,whois.ati.tn,"<a class=""jqgrid-link"" href=""http://whois.ati.tn"" target=""_blank"">http://whois.ati.tn</a>"
to,349,0,1995-12-18,to,whois.tonic.to,"<a class=""jqgrid-link"" href=""http://www.tonic.to/"" target=""_blank"">http://www.tonic.to/</a>"
be,342,0,1988-08-05,be,whois.dns.be,"<a class=""jqgrid-link"" href=""https://www.dnsbelgium.be"" target=""_blank"">https://www.dnsbelgium.be</a>"
am,334,0,1994-08-26,am,whois.amnic.net,"<a class=""jqgrid-link"" href=""https://www.amnic.net/"" target=""_blank"">https://www.amnic.net/</a>"
ge,331,0,1992-12-02,ge,whois.nic.ge,"<a class=""jqgrid-link"" href=""http://nic.ge"" target=""_blank"">http://nic.ge</a>"
finance,312,26169,2014-04-24,finance,whois.nic.finance,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
pw,311,0,1997-06-12,pw,whois.nic.pw,"<a class=""jqgrid-link"" href=""http://www.registry.pw"" target=""_blank"">http://www.registry.pw</a>"
dev,307,250140,2014-11-20,dev,whois.nic.google,"<a class=""jqgrid-link"" href=""https://www.registry.google"" target=""_blank"">https://www.registry.google</a>"
mk,304,0,1993-09-23,mk,whois.marnet.mk,"<a class=""jqgrid-link"" href=""http://marnet.mk/"" target=""_blank"">http://marnet.mk/</a>"
hu,294,0,1990-11-07,hu,whois.nic.hu,"<a class=""jqgrid-link"" href=""http://www.nic.hu"" target=""_blank"">http://www.nic.hu</a>"
tech,294,329366,2015-03-12,tech,whois.nic.tech,"<a class=""jqgrid-link"" href=""http://www.radixregistry.com"" target=""_blank"">http://www.radixregistry.com</a>"
eg,277,0,1990-11-30,eg,"","<a class=""jqgrid-link"" href=""http://www.egregistry.eg/"" target=""_blank"">http://www.egregistry.eg/</a>"
space,267,314440,2014-05-22,space,whois.nic.space,"<a class=""jqgrid-link"" href=""http://radixregistry.com/"" target=""_blank"">http://radixregistry.com/</a>"
link,262,120696,2014-01-09,link,whois.uniregistry.net,"<a class=""jqgrid-link"" href=""http://uniregistry.link"" target=""_blank"">http://uniregistry.link</a>"
dz,261,0,1994-01-03,dz,whois.nic.dz,"<a class=""jqgrid-link"" href=""http://www.nic.dz"" target=""_blank"">http://www.nic.dz</a>"
tk,261,0,1997-11-07,tk,whois.dot.tk,"<a class=""jqgrid-link"" href=""http://www.dot.tk"" target=""_blank"">http://www.dot.tk</a>"
dk,260,0,1987-07-14,dk,whois.dk-hostmaster.dk,"<a class=""jqgrid-link"" href=""https://www.dk-hostmaster.dk/"" target=""_blank"">https://www.dk-hostmaster.dk/</a>"
fun,257,199010,2016-11-30,fun,whois.nic.fun,"<a class=""jqgrid-link"" href=""http://www.radixregistry.com"" target=""_blank"">http://www.radixregistry.com</a>"
ie,238,0,1988-01-27,ie,whois.weare.ie,"<a class=""jqgrid-link"" href=""http://www.weare.ie"" target=""_blank"">http://www.weare.ie</a>"
md,237,0,1994-03-24,md,whois.nic.md,"<a class=""jqgrid-link"" href=""http://www.nic.md"" target=""_blank"">http://www.nic.md</a>"
life,234,217529,2014-05-08,life,whois.nic.life,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
ke,231,0,1993-04-29,ke,whois.kenic.or.ke,"<a class=""jqgrid-link"" href=""http://www.kenic.or.ke"" target=""_blank"">http://www.kenic.or.ke</a>"
gg,231,0,1996-08-07,gg,whois.gg,"<a class=""jqgrid-link"" href=""http://www.nic.gg"" target=""_blank"">http://www.nic.gg</a>"
vip,229,806768,2015-07-30,vip,whois.nic.vip,"<a class=""jqgrid-link"" href=""http://mm-registry.com"" target=""_blank"">http://mm-registry.com</a>"
at,222,0,1988-01-20,at,whois.nic.at,"<a class=""jqgrid-link"" href=""http://www.nic.at/"" target=""_blank"">http://www.nic.at/</a>"
asia,221,196532,2007-05-02,asia,whois.nic.asia,"<a class=""jqgrid-link"" href=""http://www.registry.asia"" target=""_blank"">http://www.registry.asia</a>"
no,217,0,1987-03-17,no,whois.norid.no,"<a class=""jqgrid-link"" href=""http://www.norid.no"" target=""_blank"">http://www.norid.no</a>"
fi,210,0,1986-12-17,fi,whois.fi,"<a class=""jqgrid-link"" href=""https://domain.fi"" target=""_blank"">https://domain.fi</a>"
pt,204,0,1988-06-30,pt,whois.dns.pt,"<a class=""jqgrid-link"" href=""http://www.dns.pt/"" target=""_blank"">http://www.dns.pt/</a>"
cloud,203,210383,2015-06-18,cloud,whois.nic.cloud,"<a class=""jqgrid-link"" href=""https://www.getdotcloud.com"" target=""_blank"">https://www.getdotcloud.com</a>"
one,199,91953,2014-12-18,one,whois.nic.one,"<a class=""jqgrid-link"" href=""http://www.one.com/"" target=""_blank"">http://www.one.com/</a>"
ws,198,0,1995-07-14,ws,whois.website.ws,"<a class=""jqgrid-link"" href=""http://www.website.ws"" target=""_blank"">http://www.website.ws</a>"
do,197,0,1991-08-25,do,whois.nic.do,"<a class=""jqgrid-link"" href=""http://www.nic.do"" target=""_blank"">http://www.nic.do</a>"
lt,197,0,1992-06-03,lt,whois.domreg.lt,"<a class=""jqgrid-link"" href=""http://www.domreg.lt"" target=""_blank"">http://www.domreg.lt</a>"
mn,196,0,1995-03-02,mn,whois.nic.mn,"<a class=""jqgrid-link"" href=""http://www.nic.mn"" target=""_blank"">http://www.nic.mn</a>"
lv,196,0,1993-04-29,lv,whois.nic.lv,"<a class=""jqgrid-link"" href=""http://www.nic.lv/"" target=""_blank"">http://www.nic.lv/</a>"
mobi,195,322646,2005-10-17,mobi,whois.nic.mobi,"<a class=""jqgrid-link"" href=""http://www.mtld.mobi"" target=""_blank"">http://www.mtld.mobi</a>"
uz,188,0,1995-04-29,uz,whois.cctld.uz,"<a class=""jqgrid-link"" href=""http://www.cctld.uz/"" target=""_blank"">http://www.cctld.uz/</a>"
network,185,61042,2014-08-18,network,whois.nic.network,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
ec,185,0,1991-02-01,ec,whois.nic.ec,"<a class=""jqgrid-link"" href=""http://www.nic.ec"" target=""_blank"">http://www.nic.ec</a>"
website,184,287027,2014-05-22,website,whois.nic.website,"<a class=""jqgrid-link"" href=""http://radixregistry.com/"" target=""_blank"">http://radixregistry.com/</a>"
media,177,60011,2014-04-03,media,whois.nic.media,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
ps,173,0,2000-03-22,ps,"","<a class=""jqgrid-link"" href=""http://www.nic.ps"" target=""_blank"">http://www.nic.ps</a>"
hr,168,0,1993-02-27,hr,whois.dns.hr,"<a class=""jqgrid-link"" href=""http://www.dns.hr"" target=""_blank"">http://www.dns.hr</a>"
blog,168,188142,2016-05-12,blog,whois.nic.blog,"<a class=""jqgrid-link"" href=""http://nic.blog"" target=""_blank"">http://nic.blog</a>"
jo,161,0,1994-11-23,jo,"","<a class=""jqgrid-link"" href=""https://www.dns.jo/login.aspx"" target=""_blank"">https://www.dns.jo/login.aspx</a>"
sk,156,0,1993-03-29,sk,whois.sk-nic.sk,"<a class=""jqgrid-link"" href=""http://www.sk-nic.sk"" target=""_blank"">http://www.sk-nic.sk</a>"
work,149,557114,2014-08-18,work,whois.nic.work,"<a class=""jqgrid-link"" href=""http://mm-registry.com/"" target=""_blank"">http://mm-registry.com/</a>"
uy,146,0,1990-09-10,uy,whois.nic.org.uy,"<a class=""jqgrid-link"" href=""http://www.nic.org.uy/"" target=""_blank"">http://www.nic.org.uy/</a>"
bg,144,0,1995-01-03,bg,whois.register.bg,"<a class=""jqgrid-link"" href=""http://www.register.bg"" target=""_blank"">http://www.register.bg</a>"
al,143,0,1992-04-21,al,whois.nic.al,"<a class=""jqgrid-link"" href=""http://www.akep.al/sq/regjistrim-domain"" target=""_blank"">http://www.akep.al/sq/regjistrim-domain</a>"
fm,143,0,1995-04-19,fm,whois.nic.fm,"<a class=""jqgrid-link"" href=""https://www.dot.fm/"" target=""_blank"">https://www.dot.fm/</a>"
today,143,104520,2013-11-13,today,whois.nic.today,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
ml,142,0,1993-09-29,ml,whois.dot.ml,"<a class=""jqgrid-link"" href=""http://www.dot.ml"" target=""_blank"">http://www.dot.ml</a>"
qa,142,0,1996-06-12,qa,whois.registry.qa,"<a class=""jqgrid-link"" href=""http://domains.qa"" target=""_blank"">http://domains.qa</a>"
is,140,0,1987-11-18,is,whois.isnic.is,"<a class=""jqgrid-link"" href=""https://www.isnic.is/"" target=""_blank"">https://www.isnic.is/</a>"
guru,137,62527,2013-10-31,guru,whois.nic.guru,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
ee,135,0,1992-06-03,ee,whois.tld.ee,"<a class=""jqgrid-link"" href=""http://www.internet.ee"" target=""_blank"">http://www.internet.ee</a>"
world,134,129930,2014-09-11,world,whois.nic.world,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
icu,132,639549,2015-03-06,icu,whois.nic.icu,"<a class=""jqgrid-link"" href=""http://nic.icu/"" target=""_blank"">http://nic.icu/</a>"
ga,129,0,1994-12-12,ga,"",undefined
agency,122,75980,2014-01-09,agency,whois.nic.agency,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
ba,121,0,1996-08-14,ba,whois.nic.ba,"<a class=""jqgrid-link"" href=""http://www.nic.ba"" target=""_blank"">http://www.nic.ba</a>"
kg,118,0,1995-07-12,kg,whois.kg,"<a class=""jqgrid-link"" href=""http://www.domain.kg/"" target=""_blank"">http://www.domain.kg/</a>"
academy,116,44963,2013-12-12,academy,whois.nic.academy,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
digital,113,93468,2014-04-17,digital,whois.nic.digital,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
cf,109,0,1996-04-24,cf,whois.dot.cf,"<a class=""jqgrid-link"" href=""http://www.dot.cf"" target=""_blank"">http://www.dot.cf</a>"
ve,109,0,1991-03-07,ve,whois.nic.ve,"<a class=""jqgrid-link"" href=""https://nic.ve/"" target=""_blank"">https://nic.ve/</a>"
xxx,107,91645,2011-04-15,xxx,whois.registrar.adult,"<a class=""jqgrid-link"" href=""http://www.icmregistry.com/"" target=""_blank"">http://www.icmregistry.com/</a>"
host,104,42698,2014-05-22,host,whois.nic.host,"<a class=""jqgrid-link"" href=""http://radixregistry.com/"" target=""_blank"">http://radixregistry.com/</a>"
kw,101,0,1992-10-26,kw,whois.nic.kw,"<a class=""jqgrid-link"" href=""http://www.nic.kw"" target=""_blank"">http://www.nic.kw</a>"
video,93,22759,2014-12-17,video,whois.nic.video,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
click,88,56372,2014-08-15,click,whois.uniregistry.net,"<a class=""jqgrid-link"" href=""http://uniregistry.link"" target=""_blank"">http://uniregistry.link</a>"
ly,88,0,1997-04-23,ly,whois.nic.ly,"<a class=""jqgrid-link"" href=""http://www.nic.ly/"" target=""_blank"">http://www.nic.ly/</a>"
design,86,121260,2014-12-18,design,whois.nic.design,"<a class=""jqgrid-link"" href=""https://toplevel.design"" target=""_blank"">https://toplevel.design</a>"
im,86,0,1996-09-11,im,whois.nic.im,"<a class=""jqgrid-link"" href=""http://www.nic.im"" target=""_blank"">http://www.nic.im</a>"
name,85,0,2001-08-17,name,whois.nic.name,"<a class=""jqgrid-link"" href=""http://www.nic.name"" target=""_blank"">http://www.nic.name</a>"
la,85,0,1996-05-14,la,whois.nic.la,"<a class=""jqgrid-link"" href=""http://www.la"" target=""_blank"">http://www.la</a>"
bo,83,0,1991-02-26,bo,whois.nic.bo,"<a class=""jqgrid-link"" href=""http://www.nic.bo"" target=""_blank"">http://www.nic.bo</a>"
best,82,75484,2014-02-20,best,whois.nic.best,"<a class=""jqgrid-link"" href=""https://www.go.best"" target=""_blank"">https://www.go.best</a>"
market,82,19344,2014-05-22,market,whois.nic.market,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
studio,79,76840,2015-06-25,studio,whois.nic.studio,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
win,78,69186,2015-02-05,win,whois.nic.win,"<a class=""jqgrid-link"" href=""http://nic.win"" target=""_blank"">http://nic.win</a>"
om,78,0,1996-04-11,om,whois.registry.om,"<a class=""jqgrid-link"" href=""http://www.registry.om/om/en/?page_id=197"" target=""_blank"">http://www.registry.om/om/en/?page_id=197</a>"
vc,78,0,1991-09-03,vc,whois2.afilias-grs.net,undefined
travel,77,21460,2005-07-27,travel,whois.nic.travel,"<a class=""jqgrid-link"" href=""http://www.travel.travel/"" target=""_blank"">http://www.travel.travel/</a>"
global,76,47114,2014-05-29,global,whois.nic.global,"<a class=""jqgrid-link"" href=""http://nic.global"" target=""_blank"">http://nic.global</a>"
group,75,86394,2015-07-30,group,whois.nic.group,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
center,75,40072,2013-12-12,center,whois.nic.center,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
page,74,116318,2015-02-05,page,whois.nic.google,"<a class=""jqgrid-link"" href=""https://www.registry.google"" target=""_blank"">https://www.registry.google</a>"
aero,73,0,2001-12-21,aero,whois.aero,"<a class=""jqgrid-link"" href=""http://www.information.aero"" target=""_blank"">http://www.information.aero</a>"
plus,73,26025,2015-03-12,plus,whois.nic.plus,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
iq,72,0,1997-05-09,iq,whois.cmc.iq,"<a class=""jqgrid-link"" href=""https://registrar.cmc.iq"" target=""_blank"">https://registrar.cmc.iq</a>"
af,70,0,1997-10-16,af,whois.nic.af,"<a class=""jqgrid-link"" href=""http://www.nic.af"" target=""_blank"">http://www.nic.af</a>"
wiki,69,22081,2014-02-06,wiki,whois.nic.wiki,"<a class=""jqgrid-link"" href=""http://nic.wiki"" target=""_blank"">http://nic.wiki</a>"
tools,69,16314,2014-01-16,tools,whois.nic.tools,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
cash,68,17155,2014-04-17,cash,whois.nic.cash,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
exchange,67,14381,2014-04-17,exchange,whois.nic.exchange,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
games,67,30117,2016-05-24,games,whois.nic.games,"<a class=""jqgrid-link"" href=""http://www.donuts.domains/"" target=""_blank"">http://www.donuts.domains/</a>"
cyou,66,95717,2015-03-19,cyou,whois.nic.cyou,"<a class=""jqgrid-link"" href=""http://cy.changyou.com"" target=""_blank"">http://cy.changyou.com</a>"
sh,64,0,1997-09-23,sh,whois.nic.sh,"<a class=""jqgrid-link"" href=""http://www.nic.sh/"" target=""_blank"">http://www.nic.sh/</a>"
